Start_date,End_date,gridload_,Gridload_hydrops,Hydropumpedstorage_,Residualload_,Biomass_,Hydropower_,Wind_offshore_,Wind_onshore_,Photovoltaics_,Other_renewable_,Nuclear_,Lignite_,Hard_coal_,Fossil_gas_,Hydro_pumped_storage_,Other_conventional_
5-Jan-23,6-Jan-23,1335107,1377969,42863,613638,108025,31922,61969,637493,22008,3291,58084,210937,159068,80343,47441,35551
6-Jan-23,7-Jan-23,1276183,1317862,41679,596552,108791,29616,134246,516811,28576,3516,58027,244329,112201,70048,24946,42160
7-Jan-23,8-Jan-23,1153713,1187894,34182,522858,108350,28500,140287,445605,44963,3015,57812,171397,55415,50984,23822,41409
8-Jan-23,9-Jan-23,1123149,1179124,55975,476856,107868,29318,148974,474627,22691,3134,57922,159629,54709,51265,33600,42969
9-Jan-23,10-Jan-23,1386813,1431689,44876,819656,109332,32982,95994,446042,25121,3209,57593,299407,145708,82392,46312,44478
10-Jan-23,11-Jan-23,1437927,1481545,43618,804495,108303,35332,94434,510837,28160,3296,57409,337983,165358,85100,32489,43557
11-Jan-23,12-Jan-23,1463759,1510781,47022,633822,107133,34590,116705,695000,18233,3143,56946,254808,145064,72697,39752,41940
12-Jan-23,13-Jan-23,1495197,1540989,45792,407431,107287,34752,115520,954112,18135,2933,56438,155099,118406,60673,39354,43934
13-Jan-23,14-Jan-23,1453933,1498939,45006,380848,107973,35966,102890,935310,34885,2974,55600,115765,110765,75179,41513,42589
14-Jan-23,15-Jan-23,1272512,1307515,35002,254684,107026,32233,141148,847623,29057,2803,56244,99367,76788,54197,20528,40845
15-Jan-23,16-Jan-23,1222050,1280434,58384,197234,105340,30121,110561,890099,24157,2848,55959,102251,84399,54677,11277,40432
16-Jan-23,17-Jan-23,1450469,1462706,12238,713315,109018,32280,80228,607533,49394,3335,55813,267372,181516,107126,40001,41275
17-Jan-23,18-Jan-23,1481388,1525443,44055,868308,109477,34648,119995,434913,58173,3443,55464,310183,236891,138856,38778,44503
18-Jan-23,19-Jan-23,1466745,1490564,23819,1064591,110477,34858,113173,256158,32823,3634,54977,328898,287041,178867,25077,39695
19-Jan-23,20-Jan-23,1504152,1548954,44801,952434,109870,36371,102320,414230,35169,3689,61295,309828,296791,183056,25615,42196
20-Jan-23,21-Jan-23,1442666,1462941,20275,1307785,111296,41626,23432,87588,23861,3738,65759,346841,336325,212766,44525,42049
21-Jan-23,22-Jan-23,1298176,1327321,29145,943291,110174,33324,33368,305315,16203,3612,64070,330043,301339,152602,8585,44518
22-Jan-23,23-Jan-23,1215140,1257543,42404,937477,109943,31469,45455,224779,7429,3597,50292,343328,286847,164215,24782,44953
23-Jan-23,24-Jan-23,1436045,1466793,30749,1295369,110620,40971,9120,118188,13368,3530,51531,372852,330810,227579,46423,45673
24-Jan-23,25-Jan-23,1433835,1475658,41823,1331848,111295,43442,6612,82611,12764,3422,51245,372088,348411,223760,48516,47880
25-Jan-23,26-Jan-23,1453479,1485922,32444,1338215,112541,42636,67020,40610,7634,3748,51269,372388,357304,242596,42449,42497
26-Jan-23,27-Jan-23,1494557,1524121,29564,1332205,112205,39112,94777,56817,10760,4195,51188,382390,332654,227153,30292,44894
27-Jan-23,28-Jan-23,1465370,1495001,29631,1232508,112329,32677,42336,173263,17264,4481,51096,379169,308010,218899,32324,43827
28-Jan-23,29-Jan-23,1262141,1275251,13110,1113451,112260,30065,40996,83149,24545,4577,50920,367357,272584,201233,14498,42025
29-Jan-23,30-Jan-23,1220881,1237806,16925,677811,109382,27094,100668,411609,30794,4460,50850,227290,130548,155535,15862,43934
30-Jan-23,31-Jan-23,1496266,1526068,29802,601667,106653,31989,88238,775428,30933,3630,50684,188979,126354,140591,28327,45120
31-Jan-23,1-Feb-23,1486767,1518498,31732,603684,107940,28958,79063,777986,26034,3801,50603,177510,138930,159607,27701,45877
1-Feb-23,2-Feb-23,1490719,1531629,40910,472327,107464,27722,75727,916870,25795,4165,49683,164463,126330,174315,24866,46883
2-Feb-23,3-Feb-23,1492826,1531566,38740,802082,110891,29071,79875,581030,29840,4288,50516,267971,205312,189933,31804,45294
3-Feb-23,4-Feb-23,1474663,1526273,51610,477390,107570,29133,63146,912682,21446,3749,50330,201741,182226,147513,8648,48384
4-Feb-23,5-Feb-23,1236956,1252332,15376,960448,110568,30827,33269,167649,75590,3748,50501,292137,216120,160448,37996,42893
5-Feb-23,6-Feb-23,1182093,1234742,52649,859725,107911,27950,96785,180826,44759,3776,55759,295561,186850,131630,10370,37899
6-Feb-23,7-Feb-23,1418292,1436392,18101,1250040,110186,31014,11052,108398,48802,3707,62171,346510,276679,279430,36410,45421
7-Feb-23,8-Feb-23,1445138,1490816,45678,1179270,111147,34201,33471,100627,131770,3566,67225,328858,302945,292431,40352,47511
8-Feb-23,9-Feb-23,1465662,1494713,29051,1039261,111155,31701,59219,217199,149983,3500,71840,319819,306894,251343,26572,45741
9-Feb-23,10-Feb-23,1501708,1546714,45006,914130,110855,30129,110724,339808,137047,3836,73325,310651,246366,248686,34782,44144
10-Feb-23,11-Feb-23,1470338,1500556,30218,852158,111101,29001,94767,419290,104123,4285,73656,299970,226725,226500,27830,46622
11-Feb-23,12-Feb-23,1279144,1331385,52241,617887,108452,27519,77039,533721,50498,3981,73362,246334,201713,147060,10737,46230
12-Feb-23,13-Feb-23,1147582,1160803,13221,966391,109790,26551,29233,96908,55050,3930,73199,349729,264122,168985,12774,47002
13-Feb-23,14-Feb-23,1387463,1419573,32109,1205920,110216,29041,23340,79737,78467,4296,73120,356279,317943,276813,30104,48587
14-Feb-23,15-Feb-23,1394898,1422794,27896,1226292,110800,29334,18051,60268,90287,4264,73098,372253,321280,287367,24430,48726
15-Feb-23,16-Feb-23,1409345,1426684,17339,1152496,111074,33028,34835,114509,107506,4410,73030,378638,314768,227862,27065,43380
16-Feb-23,17-Feb-23,1426646,1455108,28462,881580,110472,31851,70342,369983,104741,4319,72709,365327,260602,163408,25358,45767
17-Feb-23,18-Feb-23,1425233,1475070,49837,411322,106932,28140,72033,906551,35327,3270,71927,151057,153202,101308,13503,46438
18-Feb-23,19-Feb-23,1228307,1259442,31136,420467,108353,26180,59904,704447,43489,2949,71610,160542,85032,85691,19608,46332
19-Feb-23,20-Feb-23,1127223,1143624,16402,609635,109086,27109,60098,386436,71054,2936,71907,198937,70088,104198,31841,40852
20-Feb-23,21-Feb-23,1367854,1422845,54990,352692,106021,28269,85780,821171,108212,2923,71688,165323,127448,109974,20789,40325
21-Feb-23,22-Feb-23,1387316,1417148,29833,860710,110300,28227,51463,369666,105477,2943,71820,288197,202265,170172,27210,44371
22-Feb-23,23-Feb-23,1373355,1392534,19179,1115794,111041,28787,26833,115995,114733,3588,71685,360543,268407,227558,21028,45956
23-Feb-23,24-Feb-23,1384600,1395293,10692,1138722,111009,31742,66165,126878,52835,4088,71534,375886,268293,237576,23054,48205
24-Feb-23,25-Feb-23,1398353,1418164,19810,738712,111438,29022,102440,508186,49016,4579,71480,289409,183417,180792,14311,50454
25-Feb-23,26-Feb-23,1272121,1323169,51048,501295,108711,28604,108116,585943,76768,3913,71740,192439,117676,113755,20915,46252
26-Feb-23,27-Feb-23,1173730,1214358,40628,664587,109355,27724,76695,333165,99284,4409,71784,233487,102332,129668,11442,49634
27-Feb-23,28-Feb-23,1378024,1398647,20623,1052515,109489,29807,11233,190702,123575,4699,71631,349113,245263,248852,27460,48067
28-Feb-23,1-Mar-23,1398489,1424815,26327,1058761,110386,30966,7739,157966,174023,4495,71549,353019,242013,252088,32674,46091
1-Mar-23,2-Mar-23,1398177,1427655,29478,1030608,110421,30803,7125,172587,187857,4480,71274,333902,231876,267971,25551,47648
2-Mar-23,3-Mar-23,1399827,1425263,25436,1067698,111418,32318,18534,148572,165024,4583,71022,339722,234952,265695,33502,46543
3-Mar-23,4-Mar-23,1384786,1411050,26264,1055045,111722,36725,67648,144426,117668,4779,71043,314150,239405,258541,31590,51813
4-Mar-23,5-Mar-23,1256040,1300456,44416,679931,109235,28173,89181,409157,77772,4678,70983,254279,145202,158110,21088,45024
5-Mar-23,6-Mar-23,1152569,1190886,38317,758312,110332,27070,73974,256687,63596,4676,70867,275617,164633,179947,20682,45491
6-Mar-23,7-Mar-23,1388987,1413351,24364,1050428,111757,30467,65157,202386,71017,4759,70715,328557,244197,281008,41674,46704
7-Mar-23,8-Mar-23,1449583,1505627,56044,652453,105762,27998,83256,624305,89570,4652,70495,280638,168932,197774,19962,44288
8-Mar-23,9-Mar-23,1402037,1420350,18313,1135507,108593,28292,22644,198475,45411,4533,70175,340614,247123,287763,39555,44091
9-Mar-23,10-Mar-23,1368912,1393636,24725,1016851,110991,31341,15106,264731,72225,4744,69754,316854,205888,238789,31245,46617
10-Mar-23,11-Mar-23,1384375,1408563,24188,689352,109853,30351,112803,506707,75513,4622,69727,256330,113442,178839,18154,45788
11-Mar-23,12-Mar-23,1228063,1269647,41583,646295,109897,30600,79695,383883,118190,4625,70099,199062,120969,134745,35657,47811
12-Mar-23,13-Mar-23,1139675,1176660,36985,574387,109914,27260,87891,394573,82824,4117,69833,144060,75901,119958,20820,49639
13-Mar-23,14-Mar-23,1405789,1473587,67799,359447,107131,26895,106354,838787,101201,3328,68750,117832,101282,94454,34823,47288
14-Mar-23,15-Mar-23,1421883,1468728,46845,492035,108143,34235,86816,759931,83102,3664,69021,155958,132310,108920,34524,46826
15-Mar-23,16-Mar-23,1420332,1460348,40016,857417,110484,38256,108017,307769,147130,4185,69490,276414,134809,181728,40774,47294
16-Mar-23,17-Mar-23,1396941,1440799,43859,650231,107456,31787,117735,421479,207495,4102,69279,242708,97954,148746,21840,47944
17-Mar-23,18-Mar-23,1368881,1394671,25791,710835,107842,31418,86487,393893,177666,3976,68747,235646,107462,102231,38783,48462
18-Mar-23,19-Mar-23,1129008,1165702,36694,733737,109961,29617,23950,184358,186963,3542,68405,234149,75294,90976,25013,48103
19-Mar-23,20-Mar-23,1046709,1085177,38468,749712,109406,29332,49070,119354,128574,3494,68328,258753,82562,106928,23459,47840
20-Mar-23,21-Mar-23,1312900,1331169,18268,964497,108006,34464,52534,209937,85933,3722,68315,318713,125887,204911,33209,50065
21-Mar-23,22-Mar-23,1343208,1360061,16853,929289,106813,33821,97340,193509,123071,3617,68150,317997,128556,199960,20438,45661
22-Mar-23,23-Mar-23,1358625,1403690,45065,522500,106943,31413,115479,545406,175240,3206,67806,162030,118710,107961,33263,43869
23-Mar-23,24-Mar-23,1370890,1419480,48591,558177,103996,30638,103276,616998,92439,3259,67561,145057,114172,106861,46399,44277
24-Mar-23,25-Mar-23,1345342,1393219,47878,470587,103037,31116,97331,679331,98093,3102,67520,132193,107827,95224,36089,46307
25-Mar-23,26-Mar-23,1156500,1221673,65172,207724,104340,33534,114300,693326,141150,2963,67832,99464,66622,68566,16788,47014
26-Mar-23,27-Mar-23,1048632,1083027,34395,492568,101263,28410,93630,356498,105936,2937,65133,111640,48639,68799,24396,46050
27-Mar-23,28-Mar-23,1344377,1396634,52257,559423,106033,33369,110733,493492,180729,3817,68067,161743,119395,102122,39829,48428
28-Mar-23,29-Mar-23,1381556,1427671,46115,819088,106093,33630,80035,277735,204699,4008,68081,229457,152327,136943,44664,48630
29-Mar-23,30-Mar-23,1366625,1391172,24547,929598,108283,33163,82998,234954,119076,3596,67622,280974,110901,163946,41140,47125
30-Mar-23,31-Mar-23,1370126,1423493,53368,512723,107807,35095,129506,624192,103706,3181,66950,182892,73991,98462,29437,46489
31-Mar-23,1-Apr-23,1336623,1370021,33398,752412,109737,42638,55699,422202,106311,3651,67061,197120,60469,109552,42921,47558
1-Apr-23,2-Apr-23,1199833,1263606,63773,414957,107569,38163,132014,572597,80265,3050,67117,135269,57324,62203,30502,45705
2-Apr-23,3-Apr-23,1113709,1159092,45383,459519,107300,33856,94799,440547,118845,3103,66974,160463,58159,74834,23245,43179
3-Apr-23,4-Apr-23,1318947,1365514,46567,811365,109617,35500,22016,270957,214609,3480,66775,257718,145445,153133,31755,46516
4-Apr-23,5-Apr-23,1328572,1369729,41157,976401,109799,35413,6938,85450,259785,3759,66651,276055,211357,175975,36281,47138
5-Apr-23,6-Apr-23,1319005,1358708,39704,1013360,111616,32430,8853,34425,262367,3815,66121,292914,207154,184988,41309,45018
6-Apr-23,7-Apr-23,1301271,1339712,38441,813547,110308,31700,64164,156463,267097,3726,65803,287709,138220,148394,33695,45740
7-Apr-23,8-Apr-23,1088092,1123061,34969,615002,109442,29362,90629,206157,176305,3969,65319,265370,75937,118459,23367,40671
8-Apr-23,9-Apr-23,1056871,1070828,13957,857680,109943,32113,23923,83305,91964,3570,64934,267572,62054,125110,35180,45931
9-Apr-23,10-Apr-23,930230,976175,45945,623503,108707,30759,24456,61735,220536,3473,64767,190534,49236,87448,30797,46578
10-Apr-23,11-Apr-23,991280,1052392,61112,217093,106997,27352,122116,394887,257184,3170,64176,106672,43029,77434,13313,44049
11-Apr-23,12-Apr-23,1259343,1307865,48522,476842,107704,28180,97230,511330,173941,3460,63970,134421,69861,104157,61198,44464
12-Apr-23,13-Apr-23,1317903,1357570,39667,709723,108051,30751,53833,426391,127956,3631,63490,207525,81461,111019,33561,43715
13-Apr-23,14-Apr-23,1302853,1360907,58055,675173,107596,34372,99060,369553,159067,3665,63055,227945,92778,115148,31833,43409
14-Apr-23,15-Apr-23,1273982,1293688,19706,954940,109008,35005,49314,98228,171500,4014,62703,274712,144445,152198,32749,43213
15-Apr-23,16-Apr-23,1134166,1168937,34771,710627,107953,33881,87197,245640,90701,3887,56263,226725,62529,97744,13684,44048
16-Apr-23,17-Apr-23,1048078,1073448,25370,778607,104850,34799,20766,158411,90295,3675,0,242183,73684,100260,21662,44520
17-Apr-23,18-Apr-23,1288536,1312191,23655,905351,104303,38261,22510,195388,165286,3988,0,264523,122769,159950,40610,45364
18-Apr-23,19-Apr-23,1320743,1352804,32061,750467,103426,35615,58009,367461,144807,3981,0,270151,127576,120563,30316,45290
19-Apr-23,20-Apr-23,1326539,1378212,51673,590785,102453,33866,55014,477019,203721,3959,0,202035,139379,109042,27180,43840
20-Apr-23,21-Apr-23,1337981,1364665,26684,759049,104103,36769,79292,362563,137077,3963,0,220280,147247,136337,39734,41110
21-Apr-23,22-Apr-23,1272105,1324921,52816,501874,102527,35544,67473,427295,275462,3453,0,191941,115098,122297,36116,44297
22-Apr-23,23-Apr-23,1071027,1108986,37959,424753,102759,33473,52685,331475,262114,3366,0,176359,71880,95736,30899,42237
23-Apr-23,24-Apr-23,987825,1036786,48961,545660,101809,33083,38730,204183,199252,3189,0,180354,32360,78947,20404,42114
24-Apr-23,25-Apr-23,1282877,1323929,41053,520634,102165,38457,61662,549809,150772,3174,0,208972,77504,98766,31374,40508
25-Apr-23,26-Apr-23,1328076,1374838,46762,676066,101342,36939,75989,416982,159040,3516,0,218135,147697,149298,30157,42663
26-Apr-23,27-Apr-23,1313301,1349877,36576,753364,102022,37202,76721,259293,223924,3439,0,250963,127740,149889,34434,38655
27-Apr-23,28-Apr-23,1294034,1327139,33105,901245,102956,39231,40382,93219,259189,3603,0,272924,76253,154089,31283,36930
28-Apr-23,29-Apr-23,1274151,1292896,18745,881054,103739,39874,60534,211597,120967,3757,0,297389,51501,126358,32951,43572
29-Apr-23,30-Apr-23,1098497,1136098,37601,673257,102974,47324,33545,230352,161344,3144,0,243138,40745,95253,26432,38115
30-Apr-23,1-May-23,976327,1030268,53942,560440,101892,46727,15040,104097,296750,3062,0,173296,50624,76904,33095,42826
1-May-23,2-May-23,988238,1034815,46577,604591,102980,45617,32414,125129,226104,3046,0,177162,46777,74409,20460,44019
2-May-23,3-May-23,1267295,1308285,40990,756193,104054,49461,62292,260490,188320,3081,0,230625,47217,112303,38776,41047
3-May-23,4-May-23,1277314,1311932,34618,857605,104172,50079,11635,98396,309678,3331,0,234748,46070,135174,32807,42178
4-May-23,5-May-23,1281876,1319764,37888,727101,104027,49007,49794,187028,317954,3249,0,216865,40366,118149,32773,42425
5-May-23,6-May-23,1307082,1338947,31865,647079,103414,47233,80901,343268,235834,3089,0,207775,69309,136843,34117,41456
6-May-23,7-May-23,1114926,1151653,36727,662083,103653,48508,81040,161546,210257,3331,0,213139,43804,91940,28282,43226
7-May-23,8-May-23,1030434,1086981,56548,411676,102355,48515,107441,282885,228432,3135,0,163545,47141,88633,12330,44175
8-May-23,9-May-23,1280216,1304894,24678,718393,102743,52515,53514,272001,236309,3247,0,201514,82883,128654,36603,43668
9-May-23,10-May-23,1313297,1351487,38190,647274,102130,52645,37492,359232,269299,3121,0,185787,117436,124952,27530,41412
10-May-23,11-May-23,1322453,1355455,33002,909918,102743,55695,31692,212760,168083,2944,0,252349,106765,131647,29966,39419
11-May-23,12-May-23,1310945,1323940,12995,1050086,104091,51291,29456,89029,142375,3134,0,292955,109771,163075,31732,43178
12-May-23,13-May-23,1280002,1304596,24594,793110,104884,53917,50922,229321,206651,3308,0,256895,53284,122843,30815,43317
13-May-23,14-May-23,1075118,1116253,41135,600621,104265,52469,36931,197056,240510,3212,0,140405,50939,80874,29784,43305
14-May-23,15-May-23,982872,1028952,46080,649676,103369,52360,15382,82061,235754,3286,0,144634,55264,88463,21080,42227
15-May-23,16-May-23,1243658,1263794,20135,806250,104323,54166,48202,151985,237222,3376,0,187033,48420,157265,37307,41608
16-May-23,17-May-23,1303691,1342494,38803,589648,103242,51077,90732,451440,171872,3580,0,160177,54000,149349,26165,41664
17-May-23,18-May-23,1292701,1345785,53084,632953,103215,48992,70651,329278,259819,3465,0,169308,52035,133093,41155,38879
18-May-23,19-May-23,997142,1041259,44117,553172,104378,48836,5512,132618,305840,3520,0,140230,44036,91571,29970,42835
19-May-23,20-May-23,1100231,1138037,37806,589830,104814,49575,29434,217396,263571,3278,0,131099,37315,95809,38073,44579
20-May-23,21-May-23,1042275,1094866,52591,400745,102988,49024,69186,325723,246622,2757,0,105191,29749,62164,32948,43908
21-May-23,22-May-23,990975,1042508,51534,407733,100943,47649,63518,241287,278437,2612,0,113887,44960,59934,19969,38267
22-May-23,23-May-23,1247746,1276034,28288,689827,100742,52022,65126,204797,287996,2536,0,172697,43691,125224,42906,38965
23-May-23,24-May-23,1285404,1316485,31081,601514,96628,50556,91654,427499,164738,2587,0,179347,43873,115689,19789,44935
24-May-23,25-May-23,1260913,1284848,23935,841947,99179,56212,60874,149384,208709,2778,0,204296,39659,173299,28088,45284
25-May-23,26-May-23,1254777,1284696,29919,701750,99444,51703,67936,179737,305354,3144,0,172342,37913,132928,21718,43741
26-May-23,27-May-23,1227830,1270367,42537,609916,100969,53856,53299,223913,340702,3125,0,113519,37684,112722,34062,46430
27-May-23,28-May-23,997841,1041182,43341,518742,102607,52925,6397,113051,359653,3195,0,94903,32977,96784,34113,49544
28-May-23,29-May-23,900857,951348,50491,414915,99678,49214,23060,119409,343474,2935,0,86819,43856,57275,28620,48608
29-May-23,30-May-23,924870,977601,52731,311505,99179,47407,64477,207969,340919,2849,0,83994,34459,56218,14485,47799
30-May-23,31-May-23,1180885,1204258,23373,651883,100982,51819,35834,167838,325330,2859,0,107560,36198,136378,41929,41064
31-May-23,1-Jun-23,1239411,1272361,32950,624122,100193,53674,53732,198252,363306,2946,0,115083,30639,131010,29346,40606
1-Jun-23,2-Jun-23,1263636,1295211,31575,623915,100607,54479,75269,247970,316482,2951,0,103997,52402,145548,28399,38862
2-Jun-23,3-Jun-23,1222859,1253501,30642,657959,101488,54954,46724,200103,318073,3066,0,105975,29846,114528,31750,37279
3-Jun-23,4-Jun-23,1019842,1061888,42046,452776,99754,50848,7175,192925,366966,2822,0,101377,26287,78074,27732,37022
4-Jun-23,5-Jun-23,949230,997018,47789,462790,99874,50669,9613,118116,358711,2709,0,97593,28415,74966,17346,36705
5-Jun-23,6-Jun-23,1198036,1230555,32519,745588,100112,53820,3909,123052,325487,2679,0,123251,38973,164831,37467,34860
6-Jun-23,7-Jun-23,1238115,1267605,29490,848733,99805,57849,21601,102797,264984,2709,0,146683,55726,189058,34175,36063
7-Jun-23,8-Jun-23,1230303,1261420,31118,848198,99876,53470,24523,76066,281516,2756,0,181344,69244,187808,30924,33757
8-Jun-23,9-Jun-23,1072759,1103739,30980,634331,99729,52716,38561,109873,289994,2708,0,137023,35622,137778,24450,33938
9-Jun-23,10-Jun-23,1142199,1171059,28860,559593,99718,50878,47746,199075,335787,2627,0,141463,34136,116927,24520,36154
10-Jun-23,11-Jun-23,1062746,1098553,35808,391657,98852,51091,78676,267229,325184,2506,0,96388,28146,94770,30032,36244
11-Jun-23,12-Jun-23,1000025,1058046,58021,301691,97640,49277,94427,254638,349269,2495,0,100847,26573,85335,15956,36112
12-Jun-23,13-Jun-23,1260689,1290502,29813,588833,97461,51145,70827,245202,355827,2428,0,167091,42673,111653,33871,37324
13-Jun-23,14-Jun-23,1277280,1305738,28457,571167,97329,50589,78312,267001,360801,2527,0,177577,38830,116398,25782,37657
14-Jun-23,15-Jun-23,1263530,1293623,30093,689554,97298,52074,42256,208018,323702,2570,0,201273,44191,135363,27620,36698
15-Jun-23,16-Jun-23,1257171,1284145,26974,846034,98025,52141,11213,101306,298618,2506,0,219335,94974,177487,25059,36901
16-Jun-23,17-Jun-23,1241138,1264764,23626,853465,98384,51148,21916,107836,257922,2446,0,247798,133273,150812,23561,36248
17-Jun-23,18-Jun-23,1050519,1078576,28057,684953,97896,47803,3319,48081,314167,2448,0,173028,38126,102356,24870,39681
18-Jun-23,19-Jun-23,988866,1020895,32029,619299,96303,45166,13231,36804,319532,2319,0,175585,36460,90673,16954,35953
19-Jun-23,20-Jun-23,1249959,1284393,34435,751973,96665,45813,84531,166575,246881,2388,0,249641,62653,153769,30902,41457
20-Jun-23,21-Jun-23,1297546,1322343,24798,871360,95727,48740,50485,99783,275918,2297,0,294042,76989,208179,24466,42560
21-Jun-23,22-Jun-23,1311800,1339247,27447,848425,95720,51409,45688,148532,269156,2237,0,288394,89970,187262,21137,40070
22-Jun-23,23-Jun-23,1290886,1311179,20293,830055,95773,52311,11925,185807,263099,2314,0,305754,92650,196654,17855,40563
23-Jun-23,24-Jun-23,1247394,1270504,23110,728847,96569,52809,24458,325464,168625,2418,0,265034,52290,116245,25585,40430
24-Jun-23,25-Jun-23,1040667,1069551,28884,633114,96048,52001,14058,58447,335049,2521,0,153929,33986,99216,23169,41173
25-Jun-23,26-Jun-23,972057,1005167,33111,585503,94408,48053,16270,30610,339674,2415,0,133462,33089,93415,23424,40641
26-Jun-23,27-Jun-23,1259233,1293166,33933,513648,93619,46703,89929,357057,298600,2441,0,162597,41557,105165,17409,40250
27-Jun-23,28-Jun-23,1280329,1311174,30845,631720,95628,45900,68111,323314,257184,2507,0,196236,62722,131946,23022,39237
28-Jun-23,29-Jun-23,1269247,1296907,27660,839269,96750,46758,33292,131705,264981,2534,0,241941,92264,185957,24457,38924
29-Jun-23,30-Jun-23,1274114,1295467,21353,951528,96574,47700,34193,44583,243811,2551,0,282478,91516,214247,22772,39467
30-Jun-23,1-Jul-23,1242976,1259382,16406,962292,97046,46721,28212,73696,178777,2644,0,266355,81084,149386,21115,41981
1-Jul-23,2-Jul-23,1061970,1100046,38076,381467,96060,46883,106430,376689,197385,2713,0,87454,29884,70045,20437,43346
2-Jul-23,3-Jul-23,1007690,1053016,45327,203063,94235,39981,90098,459865,254665,2685,0,86068,32774,71995,16362,42427
3-Jul-23,4-Jul-23,1263412,1293999,30586,428367,96387,45065,102841,496710,235496,2640,0,104884,68234,97269,27954,42813
4-Jul-23,5-Jul-23,1289744,1312052,22308,520771,96703,46743,85410,396805,286759,2566,0,138425,74240,121851,23096,43577
5-Jul-23,6-Jul-23,1290217,1316423,26207,369083,95524,46751,84569,603701,232864,2626,0,144987,65649,88018,17793,39695
6-Jul-23,7-Jul-23,1253100,1271498,18398,716545,98329,52102,50176,176497,309882,2519,0,205244,72186,143749,20410,41213
7-Jul-23,8-Jul-23,1220479,1238339,17860,777898,97264,50257,12419,67210,362953,2368,0,205777,50288,132573,24328,40364
8-Jul-23,9-Jul-23,1050950,1081636,30686,495502,94751,44495,64650,153794,337005,2278,0,154042,27842,82869,16216,39699
9-Jul-23,10-Jul-23,1003402,1030260,26858,510484,93309,45206,48697,122835,321386,2151,0,158685,30211,97211,17822,42495
10-Jul-23,11-Jul-23,1258361,1275392,17031,819190,95460,48636,16786,161772,260615,2139,0,210859,54526,182129,33110,44941
11-Jul-23,12-Jul-23,1277396,1303794,26398,739511,94743,45529,63774,146558,327554,2114,0,205088,41429,170758,22764,44543
12-Jul-23,13-Jul-23,1285182,1312052,26870,598107,93655,45517,57777,377958,251340,2232,0,172864,51611,145229,20417,41218
13-Jul-23,14-Jul-23,1260374,1282334,21960,679759,96844,52021,71488,244466,264661,2471,0,182291,37108,165800,22952,43766
14-Jul-23,15-Jul-23,1224881,1245896,21015,817651,97033,51040,20298,91985,294947,2563,0,177636,39290,168580,23503,43407
15-Jul-23,16-Jul-23,1087702,1121382,33680,366713,92796,43491,81323,368909,270756,2452,0,108009,34220,68954,22160,48064
16-Jul-23,17-Jul-23,988514,1035539,47025,263478,92064,39593,85062,365849,274125,2463,0,111588,32575,79771,17369,46798
17-Jul-23,18-Jul-23,1227093,1255907,28814,537545,95080,45815,83706,328035,277807,2463,0,141076,62576,123495,24188,48114
18-Jul-23,19-Jul-23,1249825,1268849,19024,799461,97859,47800,40736,110622,299007,2480,0,191816,72276,172665,27466,48775
19-Jul-23,20-Jul-23,1236340,1252486,16146,865306,96816,51916,12140,113561,245334,2461,0,203470,79468,206134,22126,43480
20-Jul-23,21-Jul-23,1236691,1257905,21214,764094,97143,50645,58998,144777,268822,2540,0,186173,66186,179961,23587,45994
21-Jul-23,22-Jul-23,1197336,1210436,13100,899127,98125,48875,21845,79852,196511,2587,0,191032,63390,206046,25439,42267
22-Jul-23,23-Jul-23,1013566,1047581,34015,513997,96526,43579,42773,200621,256175,2570,0,116796,39577,75939,22722,46427
23-Jul-23,24-Jul-23,979872,1024289,44416,268792,94824,38436,98225,412673,200184,2495,0,94225,39884,66382,11768,48949
24-Jul-23,25-Jul-23,1221544,1239204,17660,640423,96750,41839,50679,348610,181833,2493,0,134365,53545,123201,29366,49049
25-Jul-23,26-Jul-23,1225237,1243787,18550,773828,96911,51439,76269,196758,178382,2557,0,146108,51319,149619,22889,48483
26-Jul-23,27-Jul-23,1215943,1245832,29889,686235,96206,54005,65806,238572,225330,2630,0,130497,59352,114384,17250,47968
27-Jul-23,28-Jul-23,1227439,1242515,15076,760519,96317,51174,31566,310281,125074,2584,0,144736,45922,98589,22612,49304
28-Jul-23,29-Jul-23,1205179,1222173,16994,789463,96434,49242,4523,235265,175929,2536,0,157093,41146,129569,29965,47660
29-Jul-23,30-Jul-23,1026356,1054013,27657,578925,96631,48913,41874,205709,199849,2451,0,109302,37615,78031,26264,43558
30-Jul-23,31-Jul-23,956282,1001326,45044,335876,95168,45097,72566,324620,223222,2398,0,99995,41782,58865,10745,47602
31-Jul-23,1-Aug-23,1211423,1242390,30967,505353,96135,44538,50894,497154,158022,2475,0,91009,39539,68000,27934,49962
1-Aug-23,2-Aug-23,1224605,1256542,31937,520442,96420,46680,56946,475509,171709,2604,0,94643,54731,77360,26219,43690
2-Aug-23,3-Aug-23,1249470,1274385,24915,595983,96961,51405,64468,447864,141156,2709,0,89233,51058,86124,31046,44057
3-Aug-23,4-Aug-23,1243911,1289946,46034,340951,96433,50420,54854,643161,204946,2697,0,78044,51779,75011,17574,40845
4-Aug-23,5-Aug-23,1189244,1209796,20552,797444,98415,56099,54901,146022,190877,2705,0,112093,59151,122295,42318,38847
5-Aug-23,6-Aug-23,1002549,1031861,29312,711282,98720,55076,16586,78092,196589,2766,0,98242,37792,105288,25322,39776
